ลำดับที่,เดือน,วันที่เกิดเหตุ,เวลา,ขบวนรถ,เส้นทาง,สถานีที่เกิดเหตุขัอง,ระยะเวลาล่าช้า (นาที),ผู้ให้บริการ,สาเหตุ,รายละเอียด
135,กันยายน,1 ก.ย. 21,16.22 น.,City05,สาย ARL,รามคำแหง,-,SRTET, ระบบขับเคลื่อนรถไฟฟ้า ,16.22 ขบวนรถ CT05 ระบบขับเคลื่อนขัดข้อง ขบวนรถไม่สามารถเคลื่อนที่ได้ ที่สถานีรามคำแหงฝั่งขาเข้าเมือง นำขบวนรถสำรองเข้าทำการต่อพ่วง นำกลับศูนย์ซ่อมบำรุงถอนออกจากการให้บริการ ยกเลิกเที่ยวให้บริการ 2 เที่ยว กระทบสถานี  หัวหมากถึงสถานีพญาไท ฝั่งขาเข้าเมือง ขบวนรถไฟให้บริการครบตามตาราง
136,กันยายน,2 ก.ย. 21,06.00 น.,18,สายสีน้ำเงิน,สนามไชย,2,BEM, ระบบประตู ," เวลา 06.00 น. ขบวนรถไฟฟ้าหมายเลข 18 เกิดเหตุประตูรถไฟฟ้าขัดข้อง จำนวน 1 ขบวน ที่สถานีสนามไชย ฝั่งขาขึ้น (ปลายทางสถานีท่าพระ) ดำเนินการถอนรถออกจากการให้บริการ ล่าช้า 2 นาที โดยมีขบวนรถให้บริการทดแทน
- สถานีได้ประชาสัมพันธ์ให้ผู้โดยสารรับทราบ"
137,กันยายน,2 ก.ย. 21,16.40 น.,84,สายสีเขียว,ราชเทวี,-,BTS, ระบบอาณัติสัญญาณและการควบคุม ,16.40 น. ขบวนรถไฟฟ้าหมายเลข 84 ระบบอาณัติสัญญาณขัดข้องที่สถานีราชเทวี ฝั่งมุ่งหน้าสถานีปลายทางเคหะ ไม่สามารถทำการแก้ไขได้ ให้ทำการเปลี่ยนถ่ายผู้โดยสาร และนำขบวนรถไฟฟ้าออกจากการให้บริการ
138,กันยายน,2 ก.ย. 21,19.10 น.,T01,สายสีแดง,การเคหะ,11,SRTET, ระบบจ่ายไฟฟ้าขับเคลื่อน ,19.10 น. T01 / เที่ยว 1108 เกิดระบบไฟฟ้าแรงดันต่ำภายในขบวนรถขัดข้อง ที่สถานีการเคหะฝั่งขาเข้าเมือง ส่งผลให้เที่ยว 1108 ล่าช้าจากตารางเวลา 11 นาที  19.30 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อฝั่งขาออกเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ
139,กันยายน,3 ก.ย. 21,14.20 น.,T02,สายสีแดง,หลักหก,8,SRTET, ระบบอาณัติสัญญาณและการควบคุม ,"14.20 น.  สัญญาณไฟประจำที่ หมายเลข B15และM01 ขัดข้อง ก่อนเข้าสถานีหลักหก ฝั่งขาออกเมือง ส่งผลให้ขบวนรถT02/เที่ยว1071 ล่าช้าจากตารางเวลา 8 นาที
-14.30 น. นำขบวนรถสำรองมาให้บริการที่สถานีรังสิต ฝั่งขาเข้าเมือง รถไฟทุกขบวนให้บริการครบตรงตามตารางเดินรถ"
140,กันยายน,3 ก.ย. 21,16.03 น.,18,สายสีน้ำเงิน,สีลม,3,BEM, ระบบประตู ,16.03 น. ขบวนรถไฟฟ้าหมายเลข 18 เกิดเหตุประตูรถไฟฟ้าขัดข้อง จำนวน 1 ขบวน ที่สถานีสีลม ฝั่งขาล่อง (ปลายทางสถานีหลักสอง) ดำเนินการถอนรถออกจากการให้บริการ ล่าช้า 3 นาที โดยมีขบวนรถให้บริการทดแทน - สถานีได้ประชาสัมพันธ์ให้ผู้โดยสารรับทราบ
141,กันยายน,10 ก.ย. 21,18.28 น.,T02,สายสีแดง,จตุจักร,8,SRTET, ระบบอาณัติสัญญาณและการควบคุม ," 18.28 น. T02/เที่ยว 1100 เข้าสถานีจตุจักร ฝั่งขาเข้าเมือง เกิดอุปกรณ์บันทึกภาพ ขัดข้อง ดำเนินการแก้ไขเเล้วเสร็จ
ส่งผลให้เที่ยว 1100 ล่าช้าจากตารางเวลา 8 นาที"
142,กันยายน,11 ก.ย. 21,07.50 น.,49,สายสีเขียว,เสนานิคม,-,BTS, ผู้โดยสาร ,"07.50 BTS ขบวนรถไฟฟ้าหมายเลข49 มีการดึงคันโยกเปิดประตูฉุกเฉินที่สถานีเสนานิคม ฝั่งมุ่งหน้าสถานีปลายทางเคหะฯ, กำลังทำการแก้ไข 07.58 BTS การเดินรถในสายสุขุมวิทสามารถเดินรถได้ตามปกติ"
143,กันยายน,11 ก.ย. 21,17.42 น.,-,สายสีแดง,ตลิ่งชัน - บางบำรุ,19,SRTET, จุดสับราง ,17.42 น. ระหว่างช่วงสถานีตลิ่งชัน และสถานีบางบำรุ ฝั่งขาเข้าเมือง ชุดประแจ102A  ขัดข้อง ส่งผลให้ขบวนรถ T25/เที่ยว2095 ล่าช้า 6 นาที และ T25/เที่ยว2096 ล่าช้า 13 นาที ศูนย์ควบคุมการเดินรถนำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อ
144,กันยายน,15 ก.ย. 21,12.19 น,-,สายสีแดง,บางบำหรุ-ตลิ่งชัน,-,SRTET, จุดสับราง ,12.19 น. ระหว่างช่วงสถานีบางบำหรุและสถานีตลิ่งชัน ฝั่งขาออกเมือง ชุดประแจ106B ขัดข้อง 12.35 น. สถานีตลิ่งชัน ฝั่งขาเข้าเมือง ชุดประแจ 104 ขัดข้องส่งผลให้ต้องยกเลิกเที่ยวให้บริการ 1 เที่ยว (เที่ยว 2060) ศูนย์ควบคุมการเดินรถปรับรูปแบบการเดินรถ วิ่งระหว่างตลิ่งชัน-บางบำรุ 1ขบวน และวิ่งระหว่างบางบำรุ-บางซื่อ 2ขบวน ใช้ ความถี่ 30 นาที
145,กันยายน,15 ก.ย. 21,16.33 น.,-,สาย ARL,-,5,SRTET, ระบบอาณัติสัญญาณและการควบคุม ,เวลา 16.33 น.เกิดเหตุระบบควบคุมการเดินรถส่วนกลางขัดข้องส่งผลให้รถล่าช้าจากตารางเวลา 5 นาที
146,กันยายน,15 ก.ย. 21,17.02 น.,-,สาย ARL,-,5,SRTET, ระบบอาณัติสัญญาณและการควบคุม ,เวลา 17.02 น.เกิดเหตุระบบควบคุมการเดินรถส่วนกลางขัดข้องส่งผลให้รถล่าช้าจากตารางเวลา 5 นาที
147,กันยายน,15 ก.ย. 21,17.06 น.,8,สายสีน้ำเงิน,กำแพงเพชร,3,BEM, ระบบประตู , เวลา 17.06 น. ขบวนรถไฟฟ้าหมายเลข 08 เกิดเหตุประตูรถไฟฟ้าขัดข้อง จำนวน 1 ขบวน ที่สถานีกำแพงเพชร ฝั่งขาขึ้น (ปลายทางสถานีท่าพระ) ดำเนินการถอนรถออกจากการให้บริการ ล่าช้า 3 นาที โดยมีขบวนรถให้บริการทดแทน สถานีได้ประชาสัมพันธ์ให้ผู้โดยสารรับทราบ
148,กันยายน,16 ก.ย. 21,06.02 น.,T14,สายสีแดง,บางซื่อ,-,SRTET, ระบบประตู ,06.02 น. ขบวนรถT14 เกิดเหตุประตูรถไฟฟ้าขัดข้อง 1 ชุด  ที่สถานีกลางบางซื่อ ฝั่งขาออกเมือง(ปลายทางสถานีรังสิต)  และความล่าช้าสะสมจากระบบตรวจขบวนรถไฟและสัญญาณไฟประจำที่ขัดข้อง ส่งผลให้เที่ยว 1007 ล่าช้า 14 นาที และ เที่ยว1008 ล่าช้า 14 นาที 07.00 น. นำขบวนรถสำรองมาให้บริการแทนที่สถานีกลางบางซื่อ
